image,H,W,area
40,256,320,135
40,256,320,516
40,256,320,273
40,256,320,70
40,256,320,371
40,256,320,454
40,256,320,621
40,256,320,495
40,256,320,496
40,256,320,542
40,256,320,310
40,256,320,611
40,256,320,390
40,256,320,691
40,256,320,1063
40,256,320,136
40,256,320,344
40,256,320,125
40,256,320,329
40,256,320,311
40,256,320,657
40,256,320,246
40,256,320,86
40,256,320,113
40,256,320,427
40,256,320,196
40,256,320,278
40,256,320,73
40,256,320,414
40,256,320,393
40,256,320,586
40,256,320,513
40,256,320,444
40,256,320,569
40,256,320,344
40,256,320,439
40,256,320,466
41,256,256,353
41,256,256,388
41,256,256,159
41,256,256,126
41,256,256,279
41,256,256,362
41,256,256,423
41,256,256,225
41,256,256,106
41,256,256,344
41,256,256,338
41,256,256,117
41,256,256,383
41,256,256,307
41,256,256,178
41,256,256,208
41,256,256,315
41,256,256,136
41,256,256,204
41,256,256,197
41,256,256,333
41,256,256,366
41,256,256,124
41,256,256,96
41,256,256,311
41,256,256,315
41,256,256,157
41,256,256,184
42,520,696,292
42,520,696,560
42,520,696,271
42,520,696,208
42,520,696,168
42,520,696,361
42,520,696,472
42,520,696,220
42,520,696,484
42,520,696,361
42,520,696,451
42,520,696,180
42,520,696,293
42,520,696,350
42,520,696,347
42,520,696,438
42,520,696,389
42,520,696,286
42,520,696,265
42,520,696,575
42,520,696,475
42,520,696,349
42,520,696,255
42,520,696,112
42,520,696,363
42,520,696,393
42,520,696,500
42,520,696,643
42,520,696,509
42,520,696,379
42,520,696,133
42,520,696,371
42,520,696,350
42,520,696,192
42,520,696,397
42,520,696,248
42,520,696,456
42,520,696,604
42,520,696,271
42,520,696,370
42,520,696,347
42,520,696,574
42,520,696,355
42,520,696,397
42,520,696,460
42,520,696,608
42,520,696,205
42,520,696,280
42,520,696,232
42,520,696,419
42,520,696,478
42,520,696,328
42,520,696,133
42,520,696,232
42,520,696,499
42,520,696,113
42,520,696,26
42,520,696,185
42,520,696,427
42,520,696,308
42,520,696,332
42,520,696,323
42,520,696,410
42,520,696,270
42,520,696,246
42,520,696,226
42,520,696,466
42,520,696,425
42,520,696,420
42,520,696,397
42,520,696,343
42,520,696,252
42,520,696,261
42,520,696,272
42,520,696,530
42,520,696,326
42,520,696,270
42,520,696,380
42,520,696,321
42,520,696,393
42,520,696,356
42,520,696,340
42,520,696,143
42,520,696,469
42,520,696,413
42,520,696,336
42,520,696,291
42,520,696,34
42,520,696,333
42,520,696,441
42,520,696,200
42,520,696,306
42,520,696,486
42,520,696,352
42,520,696,248
42,520,696,168
42,520,696,53
42,520,696,363
42,520,696,350
42,520,696,331
42,520,696,231
42,520,696,512
42,520,696,130
42,520,696,334
42,520,696,494
42,520,696,375
42,520,696,446
42,520,696,292
42,520,696,37
42,520,696,347
42,520,696,387
42,520,696,312
42,520,696,162
42,520,696,107
42,520,696,28
42,520,696,773
42,520,696,484
42,520,696,205
42,520,696,356
42,520,696,197
42,520,696,374
42,520,696,163
42,520,696,313
42,520,696,310
42,520,696,162
42,520,696,371
42,520,696,344
42,520,696,416
42,520,696,311
42,520,696,317
42,520,696,216
42,520,696,115
42,520,696,200
42,520,696,448
42,520,696,280
42,520,696,350
42,520,696,507
42,520,696,390
42,520,696,274
42,520,696,347
42,520,696,357
42,520,696,304
42,520,696,270
42,520,696,257
42,520,696,463
42,520,696,322
42,520,696,201
42,520,696,118
42,520,696,157
42,520,696,271
42,520,696,473
42,520,696,203
42,520,696,276
42,520,696,357
42,520,696,278
42,520,696,430
42,520,696,305
42,520,696,417
42,520,696,397
42,520,696,363
42,520,696,373
42,520,696,435
42,520,696,292
42,520,696,406
42,520,696,387
42,520,696,371
42,520,696,33
42,520,696,400
42,520,696,46
42,520,696,63
42,520,696,204
42,520,696,309
42,520,696,485
42,520,696,391
42,520,696,351
42,520,696,293
42,520,696,342
42,520,696,381
42,520,696,389
42,520,696,318
42,520,696,203
42,520,696,314
42,520,696,442
42,520,696,442
42,520,696,263
42,520,696,461
42,520,696,342
42,520,696,214
42,520,696,178
42,520,696,165
42,520,696,270
42,520,696,184
42,520,696,203
42,520,696,216
42,520,696,341
42,520,696,552
42,520,696,480
42,520,696,364
42,520,696,380
42,520,696,634
42,520,696,237
42,520,696,267
42,520,696,608
42,520,696,208
42,520,696,112
42,520,696,411
42,520,696,314
42,520,696,244
42,520,696,471
42,520,696,589
42,520,696,383
42,520,696,151
42,520,696,341
42,520,696,475
42,520,696,424
42,520,696,200
42,520,696,297
42,520,696,323
42,520,696,409
42,520,696,482
42,520,696,285
42,520,696,317
42,520,696,338
42,520,696,316
42,520,696,515
42,520,696,75
42,520,696,226
42,520,696,374
42,520,696,462
42,520,696,135
42,520,696,198
42,520,696,622
42,520,696,513
42,520,696,187
42,520,696,356
42,520,696,432
42,520,696,348
42,520,696,233
42,520,696,445
42,520,696,348
42,520,696,541
42,520,696,169
42,520,696,282
42,520,696,403
42,520,696,449
42,520,696,59
42,520,696,365
42,520,696,396
42,520,696,512
42,520,696,124
42,520,696,195
42,520,696,273
42,520,696,449
42,520,696,376
42,520,696,208
42,520,696,265
42,520,696,389
42,520,696,351
42,520,696,370
42,520,696,355
42,520,696,331
42,520,696,239
42,520,696,292
42,520,696,168
42,520,696,202
42,520,696,215
42,520,696,202
42,520,696,280
42,520,696,311
42,520,696,467
42,520,696,353
42,520,696,112
42,520,696,448
42,520,696,145
42,520,696,262
42,520,696,464
42,520,696,404
42,520,696,197
42,520,696,340
42,520,696,214
42,520,696,327
42,520,696,264
42,520,696,413
42,520,696,456
42,520,696,163
42,520,696,306
42,520,696,417
42,520,696,294
42,520,696,338
42,520,696,426
42,520,696,424
42,520,696,477
42,520,696,281
42,520,696,283
42,520,696,441
42,520,696,249
42,520,696,215
42,520,696,272
42,520,696,180
42,520,696,301
42,520,696,125
42,520,696,295
42,520,696,360
42,520,696,345
42,520,696,476
42,520,696,306
42,520,696,326
42,520,696,299
42,520,696,407
42,520,696,614
42,520,696,330
42,520,696,212
42,520,696,298
42,520,696,388
42,520,696,469
42,520,696,259
42,520,696,167
42,520,696,436
42,520,696,370
42,520,696,369
42,520,696,349
42,520,696,355
42,520,696,449
42,520,696,255
42,520,696,264
42,520,696,438
42,520,696,507
42,520,696,424
42,520,696,317
42,520,696,433
42,520,696,55
42,520,696,203
42,520,696,375
42,520,696,239
42,520,696,255
42,520,696,377
42,520,696,279
42,520,696,270
42,520,696,429
42,520,696,245
42,520,696,204
42,520,696,123
42,520,696,398
42,520,696,487
42,520,696,338
42,520,696,143
42,520,696,351
42,520,696,445
42,520,696,451
42,520,696,473
42,520,696,307
42,520,696,325
42,520,696,375
42,520,696,383
42,520,696,131
42,520,696,247
42,520,696,208
42,520,696,446
42,520,696,520
42,520,696,444
42,520,696,102
42,520,696,497
42,520,696,339
42,520,696,374
42,520,696,359
42,520,696,373
42,520,696,262
42,520,696,207
42,520,696,274
43,360,360,2210
43,360,360,3696
43,360,360,1408
43,360,360,2475
43,360,360,804
43,360,360,1999
43,360,360,2152
43,360,360,2806
43,360,360,1734
43,360,360,277
43,360,360,3371
43,360,360,3811
43,360,360,2285
43,360,360,443
43,360,360,578
43,360,360,1021
43,360,360,302
43,360,360,2296
43,360,360,2421
43,360,360,2923
43,360,360,1246
43,360,360,1947
43,360,360,496
44,256,256,286
44,256,256,290
44,256,256,59
44,256,256,154
44,256,256,131
44,256,256,52
44,256,256,139
44,256,256,74
44,256,256,192
44,256,256,217
44,256,256,225
44,256,256,258
44,256,256,203
44,256,256,210
44,256,256,38
44,256,256,104
44,256,256,308
44,256,256,192
44,256,256,262
44,256,256,150
44,256,256,312
44,256,256,96
44,256,256,21
45,520,696,518
45,520,696,680
45,520,696,843
45,520,696,524
45,520,696,912
45,520,696,489
45,520,696,1405
45,520,696,788
45,520,696,465
45,520,696,268
45,520,696,486
45,520,696,53
45,520,696,329
45,520,696,559
45,520,696,222
45,520,696,513
45,520,696,490
45,520,696,591
45,520,696,548
45,520,696,770
45,520,696,387
45,520,696,621
45,520,696,705
45,520,696,474
45,520,696,624
45,520,696,659
45,520,696,555
45,520,696,521
45,520,696,1098
45,520,696,540
45,520,696,904
45,520,696,370
45,520,696,914
45,520,696,506
45,520,696,683
45,520,696,627
45,520,696,491
45,520,696,69
45,520,696,696
45,520,696,757
45,520,696,416
45,520,696,547
45,520,696,751
45,520,696,806
45,520,696,544
45,520,696,721
45,520,696,803
45,520,696,317
45,520,696,653
45,520,696,457
45,520,696,490
45,520,696,795
45,520,696,1439
45,520,696,664
45,520,696,529
45,520,696,467
45,520,696,708
45,520,696,478
45,520,696,502
45,520,696,1062
45,520,696,267
45,520,696,744
45,520,696,395
45,520,696,663
45,520,696,721
45,520,696,1446
45,520,696,876
46,256,256,144
46,256,256,141
46,256,256,154
46,256,256,148
46,256,256,70
46,256,256,127
46,256,256,229
46,256,256,158
46,256,256,163
46,256,256,115
46,256,256,140
46,256,256,149
47,520,696,724
47,520,696,478
47,520,696,599
47,520,696,439
47,520,696,430
47,520,696,193
47,520,696,662
47,520,696,171
47,520,696,45
47,520,696,290
47,520,696,687
47,520,696,299
47,520,696,481
47,520,696,676
47,520,696,372
47,520,696,264
47,520,696,128
47,520,696,120
47,520,696,471
47,520,696,299
47,520,696,491
47,520,696,712
47,520,696,289
47,520,696,79
47,520,696,390
47,520,696,456
47,520,696,293
47,520,696,448
47,520,696,494
47,520,696,538
47,520,696,356
47,520,696,381
47,520,696,478
47,520,696,268
47,520,696,433
47,520,696,348
47,520,696,206
47,520,696,291
47,520,696,560
47,520,696,402
47,520,696,328
47,520,696,660
47,520,696,315
47,520,696,557
47,520,696,384
47,520,696,608
47,520,696,354
47,520,696,449
47,520,696,500
47,520,696,585
47,520,696,562
47,520,696,800
47,520,696,356
47,520,696,573
47,520,696,492
47,520,696,381
47,520,696,395
47,520,696,776
47,520,696,190
47,520,696,534
47,520,696,393
47,520,696,534
47,520,696,474
47,520,696,56
47,520,696,329
47,520,696,441
47,520,696,374
47,520,696,477
47,520,696,357
47,520,696,288
47,520,696,164
47,520,696,455
47,520,696,407
47,520,696,341
47,520,696,531
47,520,696,374
47,520,696,308
47,520,696,67
47,520,696,406
47,520,696,253
47,520,696,941
47,520,696,467
47,520,696,434
47,520,696,395
47,520,696,301
47,520,696,516
47,520,696,399
47,520,696,302
47,520,696,489
47,520,696,507
47,520,696,546
47,520,696,461
47,520,696,476
47,520,696,428
47,520,696,534
47,520,696,532
47,520,696,239
47,520,696,425
47,520,696,478
47,520,696,424
47,520,696,404
47,520,696,457
47,520,696,377
47,520,696,337
47,520,696,372
47,520,696,542
47,520,696,633
47,520,696,272
47,520,696,483
47,520,696,381
47,520,696,540
47,520,696,268
47,520,696,408
47,520,696,472
47,520,696,467
47,520,696,355
47,520,696,74
47,520,696,469
47,520,696,203
47,520,696,92
47,520,696,476
47,520,696,404
47,520,696,434
47,520,696,177
48,256,256,88
48,256,256,106
48,256,256,78
48,256,256,88
48,256,256,133
48,256,256,79
48,256,256,45
48,256,256,103
48,256,256,181
48,256,256,58
48,256,256,89
48,256,256,21
48,256,256,103
48,256,256,21
48,256,256,59
48,256,256,73
48,256,256,52
48,256,256,21
48,256,256,58
48,256,256,68
48,256,256,42
48,256,256,71
48,256,256,21
48,256,256,115
48,256,256,97
48,256,256,90
48,256,256,106
48,256,256,45
48,256,256,37
48,256,256,102
48,256,256,78
48,256,256,66
48,256,256,62
48,256,256,57
48,256,256,105
48,256,256,55
48,256,256,33
48,256,256,103
48,256,256,90
48,256,256,33
48,256,256,49
48,256,256,96
48,256,256,81
48,256,256,63
48,256,256,87
48,256,256,66
48,256,256,42
48,256,256,21
48,256,256,53
48,256,256,21
48,256,256,87
48,256,256,58
48,256,256,127
48,256,256,35
48,256,256,123
48,256,256,48
48,256,256,265
48,256,256,118
48,256,256,91
48,256,256,68
48,256,256,128
48,256,256,104
48,256,256,117
48,256,256,69
48,256,256,21
48,256,256,42
48,256,256,29
48,256,256,110
48,256,256,124
48,256,256,83
48,256,256,114
48,256,256,73
48,256,256,59
48,256,256,89
48,256,256,179
48,256,256,78
48,256,256,21
48,256,256,192
49,256,320,255
49,256,320,146
49,256,320,171
49,256,320,215
49,256,320,210
49,256,320,431
49,256,320,213
49,256,320,312
49,256,320,418
49,256,320,132
49,256,320,390
49,256,320,279
49,256,320,229
49,256,320,165
49,256,320,177
49,256,320,366
49,256,320,509
49,256,320,649
49,256,320,102
49,256,320,416
49,256,320,398
49,256,320,23
49,256,320,512
49,256,320,82
49,256,320,157
49,256,320,305
49,256,320,461
49,256,320,272
49,256,320,161
49,256,320,407
49,256,320,460
49,256,320,286
49,256,320,55
49,256,320,71
50,256,256,119
50,256,256,99
50,256,256,99
50,256,256,181
50,256,256,139
50,256,256,139
50,256,256,115
50,256,256,170
50,256,256,126
50,256,256,113
51,256,256,129
51,256,256,247
51,256,256,21
51,256,256,218
51,256,256,86
51,256,256,176
51,256,256,182
51,256,256,77
51,256,256,79
51,256,256,106
51,256,256,116
51,256,256,141
51,256,256,148
51,256,256,156
51,256,256,214
51,256,256,22
51,256,256,547
52,256,320,1999
52,256,320,6845
52,256,320,386
52,256,320,4711
52,256,320,3579
52,256,320,539
52,256,320,4163
52,256,320,5890
52,256,320,2418
52,256,320,41
52,256,320,2966
52,256,320,683
52,256,320,860
52,256,320,2825
52,256,320,5028
52,256,320,3529
52,256,320,2037
53,512,640,603
53,512,640,1303
53,512,640,1572
53,512,640,2646
53,512,640,691
53,512,640,201
53,512,640,249
53,512,640,1471
53,512,640,2512
53,512,640,1118
53,512,640,2510
53,512,640,1749
53,512,640,1094
53,512,640,1705
53,512,640,896
53,512,640,1867
53,512,640,1348
53,512,640,623
53,512,640,655
53,512,640,938
53,512,640,944
53,512,640,3367
53,512,640,427
53,512,640,197
53,512,640,1555
54,360,360,2469
54,360,360,2276
54,360,360,2251
54,360,360,2572
54,360,360,111
54,360,360,1914
54,360,360,1713
54,360,360,2280
54,360,360,1978
54,360,360,1042
54,360,360,2090
54,360,360,2341
54,360,360,1991
54,360,360,2496
54,360,360,2010
54,360,360,21
54,360,360,2430
54,360,360,555
54,360,360,338
54,360,360,2401
54,360,360,2192
55,256,320,473
55,256,320,40
55,256,320,187
55,256,320,866
55,256,320,401
55,256,320,221
55,256,320,286
55,256,320,309
55,256,320,361
55,256,320,87
55,256,320,98
55,256,320,267
55,256,320,287
55,256,320,32
55,256,320,64
55,256,320,99
55,256,320,170
55,256,320,302
55,256,320,765
55,256,320,339
55,256,320,297
55,256,320,700
55,256,320,563
55,256,320,122
55,256,320,411
55,256,320,234
55,256,320,75
55,256,320,476
55,256,320,64
55,256,320,33
55,256,320,193
55,256,320,40
55,256,320,674
56,520,696,580
56,520,696,551
56,520,696,522
56,520,696,419
56,520,696,343
56,520,696,568
56,520,696,552
56,520,696,513
56,520,696,666
56,520,696,1019
56,520,696,556
56,520,696,468
56,520,696,488
56,520,696,350
56,520,696,387
56,520,696,524
56,520,696,478
56,520,696,945
56,520,696,393
56,520,696,505
56,520,696,645
56,520,696,437
56,520,696,399
56,520,696,553
56,520,696,488
56,520,696,495
56,520,696,203
56,520,696,337
56,520,696,529
56,520,696,323
56,520,696,432
56,520,696,566
56,520,696,723
56,520,696,529
56,520,696,473
56,520,696,283
56,520,696,506
56,520,696,560
56,520,696,495
56,520,696,111
56,520,696,483
56,520,696,560
56,520,696,128
56,520,696,194
56,520,696,440
56,520,696,243
56,520,696,165
56,520,696,454
56,520,696,435
56,520,696,579
56,520,696,389
56,520,696,437
56,520,696,454
56,520,696,420
56,520,696,420
56,520,696,507
56,520,696,216
56,520,696,413
56,520,696,493
56,520,696,539
56,520,696,553
56,520,696,499
56,520,696,568
56,520,696,452
56,520,696,531
56,520,696,106
56,520,696,508
56,520,696,513
56,520,696,582
56,520,696,461
56,520,696,642
56,520,696,504
56,520,696,194
56,520,696,388
56,520,696,505
56,520,696,416
56,520,696,469
56,520,696,424
56,520,696,486
56,520,696,400
56,520,696,437
56,520,696,619
56,520,696,218
56,520,696,440
56,520,696,515
56,520,696,647
56,520,696,300
56,520,696,574
56,520,696,217
56,520,696,180
56,520,696,428
56,520,696,376
56,520,696,178
56,520,696,405
56,520,696,182
56,520,696,425
56,520,696,151
56,520,696,187
56,520,696,344
56,520,696,259
56,520,696,381
56,520,696,520
56,520,696,202
56,520,696,517
56,520,696,555
56,520,696,593
56,520,696,546
56,520,696,486
56,520,696,553
56,520,696,404
56,520,696,478
56,520,696,386
56,520,696,436
56,520,696,650
56,520,696,315
56,520,696,311
56,520,696,185
56,520,696,448
56,520,696,707
56,520,696,674
56,520,696,478
56,520,696,386
56,520,696,569
56,520,696,147
56,520,696,473
56,520,696,649
56,520,696,633
56,520,696,591
56,520,696,160
56,520,696,599
56,520,696,260
56,520,696,533
56,520,696,602
56,520,696,258
56,520,696,441
56,520,696,373
56,520,696,589
56,520,696,460
56,520,696,367
56,520,696,448
56,520,696,485
56,520,696,673
56,520,696,511
56,520,696,497
56,520,696,320
56,520,696,443
56,520,696,120
56,520,696,253
56,520,696,430
56,520,696,689
56,520,696,504
56,520,696,407
56,520,696,410
56,520,696,346
56,520,696,493
56,520,696,225
56,520,696,474
56,520,696,606
56,520,696,602
56,520,696,470
56,520,696,461
56,520,696,438
56,520,696,447
56,520,696,330
56,520,696,449
56,520,696,386
56,520,696,291
56,520,696,210
56,520,696,346
56,520,696,594
56,520,696,514
56,520,696,451
56,520,696,504
56,520,696,195
56,520,696,426
56,520,696,479
56,520,696,252
56,520,696,588
56,520,696,449
56,520,696,433
56,520,696,466
56,520,696,424
56,520,696,313
56,520,696,477
56,520,696,175
56,520,696,483
56,520,696,338
56,520,696,199
56,520,696,431
56,520,696,732
56,520,696,493
56,520,696,223
56,520,696,246
56,520,696,447
56,520,696,581
56,520,696,503
56,520,696,436
56,520,696,494
57,360,360,2289
57,360,360,86
57,360,360,228
57,360,360,2246
57,360,360,2228
57,360,360,2155
57,360,360,808
57,360,360,2216
57,360,360,1911
57,360,360,1751
57,360,360,1088
57,360,360,2604
57,360,360,32
57,360,360,2176
57,360,360,523
57,360,360,1992
57,360,360,366
57,360,360,2200
57,360,360,1161
58,256,320,237
58,256,320,1151
58,256,320,560
58,256,320,731
58,256,320,490
58,256,320,174
58,256,320,295
58,256,320,129
58,256,320,604
58,256,320,835
58,256,320,435
58,256,320,210
58,256,320,371
58,256,320,242
58,256,320,3213
58,256,320,175
58,256,320,566
58,256,320,213
58,256,320,110
58,256,320,706
58,256,320,34
58,256,320,83
58,256,320,248
58,256,320,149
58,256,320,418
58,256,320,236
58,256,320,405
58,256,320,650
58,256,320,106
58,256,320,275
58,256,320,215
58,256,320,280
59,256,256,46
59,256,256,190
59,256,256,140
59,256,256,26
59,256,256,260
59,256,256,289
59,256,256,398
59,256,256,355
59,256,256,398
59,256,256,21
59,256,256,245
60,256,256,132
60,256,256,164
60,256,256,149
60,256,256,146
60,256,256,255
60,256,256,141
60,256,256,278
60,256,256,223
60,256,256,175
61,520,696,760
61,520,696,713
61,520,696,255
61,520,696,789
61,520,696,400
61,520,696,571
61,520,696,559
61,520,696,626
61,520,696,1401
61,520,696,137
61,520,696,622
61,520,696,113
61,520,696,479
61,520,696,553
61,520,696,806
61,520,696,828
61,520,696,110
61,520,696,610
61,520,696,168
61,520,696,811
61,520,696,459
61,520,696,727
61,520,696,232
61,520,696,666
61,520,696,540
61,520,696,614
61,520,696,436
61,520,696,748
61,520,696,717
61,520,696,678
61,520,696,684
61,520,696,558
61,520,696,640
61,520,696,690
61,520,696,774
61,520,696,786
61,520,696,583
61,520,696,781
61,520,696,461
61,520,696,655
61,520,696,419
61,520,696,674
61,520,696,515
61,520,696,760
61,520,696,679
61,520,696,402
61,520,696,866
61,520,696,770
61,520,696,549
61,520,696,595
61,520,696,558
61,520,696,544
61,520,696,590
61,520,696,487
61,520,696,595
61,520,696,701
61,520,696,110
61,520,696,731
61,520,696,595
61,520,696,698
61,520,696,486
61,520,696,485
61,520,696,780
61,520,696,635
61,520,696,620
61,520,696,471
61,520,696,570
61,520,696,516
61,520,696,630
61,520,696,609
61,520,696,576
61,520,696,681
61,520,696,695
61,520,696,607
61,520,696,181
61,520,696,388
61,520,696,548
61,520,696,549
61,520,696,817
61,520,696,970
61,520,696,671
61,520,696,395
61,520,696,149
61,520,696,694
61,520,696,591
61,520,696,768
61,520,696,613
61,520,696,753
61,520,696,509
61,520,696,858
61,520,696,393
61,520,696,636
61,520,696,567
61,520,696,648
61,520,696,732
61,520,696,246
61,520,696,152
61,520,696,194
61,520,696,743
61,520,696,28
61,520,696,687
61,520,696,611
61,520,696,443
61,520,696,645
61,520,696,647
61,520,696,667
61,520,696,593
61,520,696,550
61,520,696,506
61,520,696,573
61,520,696,581
61,520,696,372
61,520,696,933
61,520,696,825
61,520,696,643
61,520,696,780
61,520,696,561
61,520,696,610
61,520,696,813
61,520,696,1377
61,520,696,933
61,520,696,737
61,520,696,842
61,520,696,603
61,520,696,609
61,520,696,723
61,520,696,610
61,520,696,610
61,520,696,868
61,520,696,1046
61,520,696,779
61,520,696,473
61,520,696,415
61,520,696,710
61,520,696,831
61,520,696,907
61,520,696,676
61,520,696,655
61,520,696,90
61,520,696,684
61,520,696,771
